,Name,Importance
294,dv5_realized_volatility_mean0_nn8_lowest_return_m_p1_mean,0.00011614827229028116
295,lowest_return_nn4_bidask_spread_0_c_median,0.00011608623616921568
296,bidask_spread_0_nn16_sev_low_abs_nn_m_mean,0.00011594180110902846
297,dv5_realized_volatility_mean0_nn64_highest_return_c_mean,0.00011593525875853613
298,highest_return_nn64_bidask_spread_1_c_mean,0.00011571301402449825
299,ep_liq_5_nn32_BB_width_w20_c_mean,0.00011539063179403228
300,liq_last_5_nn16_sev_low_abs_nn_m_mean,0.00011527333129853505
301,dv2_lowest_return_nn16_high_low_gap_c_mean,0.00011519309943389748
302,dv2_lowest_return_nn16_high_low_gap_c_median,0.00011505486659858232
303,tvpl_nn8_realized_volatility_mean0_c_mean,0.00011498080679942504
304,dv5_realized_volatility_mean0_nn8_lowest_return_m_p2_median,0.00011493273159177919
305,tvpl5_nn8_realized_volatility_mean0_c_median,0.00011486733875619663
306,dv3_highest_return_nn64_bidask_spread_1_c_median,0.00011485207647383488
307,dv4_realized_volatility_30s_nn8_bidask_spread_0_c_mean,0.00011485195702450577
308,dv3_highest_return_nn32_sev_low_nn_m_median,0.00011461306886643745
309,liq_last_1_nn4_BB_width_w20_c_median,0.00011455156725114584
310,dv3_highest_return_nn64_sev_low_nn_m_mean,0.0001145404907504034
311,bidask_spread_1_nn4_sev_low_nn_m_mean,0.00011452430730084063
312,liq_last_1_nn32_BB_width_w10_c_median,0.00011443808111426463
313,lowest_return_nn16_high_low_gap_c_median,0.00011414264972818775
314,liq_last_5_nn2_high_low_gap_c_median,0.00011395882452634567
315,ep_liq_5_nn8_trade.tau_c_median,0.00011394830988300142
316,realized_volatility_mean0_nn2_highest_return_c_mean,0.00011391655659704281
317,realized_volatility_mean0_nn16_trade.tau_c_median,0.00011368384717057172
318,tvpl5_nn16_two_m_mean,0.00011360706023878436
319,dv4_realized_volatility_30s_nn16_sev_low_nn_m_mean,0.00011332352179395705
320,liq_last_1_nn16_high_low_gap_c_mean,0.0001132597360245483
321,ep_liq_5_nn8_sev_low_abs_nn_m_mean,0.00011323682211987051
322,realized_volatility_mean0_nn32_tvpl1_c_mean,0.00011311592673378326
323,tvpl5_nn16_realized_volatility_mean0_c_median,0.00011304081590029064
324,bidask_spread_0_nn48_BB_width_w20_c_median,0.00011297686483474758
325,highest_return_nn32_bidask_spread_1_c_mean,0.00011288463770089364
326,dv5_realized_volatility_mean0_nn8_lowest_return_m_p2_mean,0.00011287529210094835
327,tvpl_nn4_lowest_returntwo_c_median,0.00011286318393624195
328,dv2_lowest_return_nn32_highest_return_c_median,0.00011282678812230484
329,ep_liq_5_nn16_liq_last_5_c_mean,0.00011262181409563692
330,bidask_spread_1_nn2_lowest_return_c_median,0.00011261041505077552
331,trade_vol_nn8_lowest_returntwo_c_median,0.00011254067327035784
332,tvpl_epliq5_nn16_lowest_returntwo_c_median,0.00011248819139973728
333,high_low_gap_nn64_realized_volatility_mean0_c_median,0.00011248054431241962
334,dv5_realized_volatility_mean0_nn48_trade.tau_c_median,0.00011243092596719638
335,highest_return_nn64_liq_last_1_c_median,0.00011220493050928189
336,ep_liq_5_nn64_sev_low_abs_nn_m_median,0.00011219585355291443
337,ep_liq_5_nn4_BB_width_w10_c_mean,0.00011216098514050117
338,dv2_lowest_return_nn16_lowest_return_c_median,0.00011214894996278033
339,dv3_highest_return_nn16_lowest_return_c_median,0.00011214015133419051
340,dv2_lowest_return_nn8_BB_width_w10_c_median,0.00011205790305412336
341,tvpl_nn4_lowest_return_c_mean,0.00011179944180516247
342,realized_volatility_30s_nn48_bidask_spread_1_c_median,0.0001117324641713706
343,liq_last_5_nn64_BB_width_w20_c_mean,0.00011171934046608574
344,tvpl5_nn8_sev_high_nn_m_mean,0.00011169909084692397
345,liq_last_5_nn48_sev_low_abs_nn_m_mean,0.00011161697123346623
346,dv2_lowest_return_nn32_sev_high_nn_m_median,0.00011158743293830456
347,dv2_lowest_return_nn32_BB_width_w10_c_median,0.00011152109111676952
348,BB_width_w20_nn4_bidask_spread_0_c_median,0.00011151506788546261
349,liq_last_1_450,0.00011136042364285816
350,dv2_lowest_return_nn4_all_nn_m_p1_mean,0.00011133549130141576
351,bidask_spread_0_nn16_BB_width_w20_c_median,0.00011125626734304177
352,dv3_highest_return_nn32_lowest_return_c_median,0.00011123668025860356
353,lowest_return_nn16_sev_high_nn_m_mean,0.000111065660605366
354,highest_return_nn64_liq_last_5_c_mean,0.00011083404992315348
355,dv3_highest_return_nn32_sev_low_nn_m_mean,0.00011074360285748646
356,realized_volatility_30s_nn4_sev_low_nn_m_median,0.00011071451074606326
357,ep_liq_5_nn16_highest_return_c_mean,0.00011069673943195272
358,dv2_lowest_return_nn32_lowest_return_c_median,0.00011052941008847465
359,BB_width_w20_nn4_liq_last_5_c_mean,0.00011046842710478738
360,dv2_lowest_return_nn16_sev_high_nn_m_mean,0.00011045265782712511
361,liq_last_5_nn2_high_low_gap_m_p1_median,0.0001102900614982755
362,liq_last_5_nn16_sev_low_abs_nn_m_median,0.00011024735383195097
363,dv3_highest_return_nn8_realized_volatility_mean0_c_mean,0.0001099619813079615
364,dv5_realized_volatility_mean0_nn64_liq_last_1_c_mean,0.0001098688274988901
